Author,of,or,the,an,from,with,and,they,our,are,your,shall,be,is,it,to,his,did,what,if,he,should,would,more,my,me,into,not,that,her,who,was,for,we,have,will,many,in,had,could,once,as,such,than,him,thyself,anything,thou,each,shouldst,said,their,thee,himself,hast,without,became,ye,yet,man,among,then,some,upon,out,no,them,make,these,lest,there,were,how,neither,abundance,therefore,which,by,because,may,notwithstanding,lord,all,ought,again,but,according,been,every,till,being,must,hence,shalt,where,much,whither,ever,god,now,throughout,let,thy,hath,one,other,also,do,thus,forth,whom,say,when,like,those,whose,unto,s_percentage_use,c_percentage_use,r_percentage_use,i_percentage_use,b_percentage_use,l_percentage_use,n_percentage_use,g_percentage_use,o_percentage_use,f_percentage_use,a_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,d_percentage_use,m_percentage_use,p_percentage_use,v_percentage_use,u_percentage_use,w_percentage_use,y_percentage_use,k_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,15,1,21,6,5,10,17,1,6,1,4,1,5,2,5,12,2,1,1,1,2,1,1,3,3,2,3,2,1,10,1,1,2,1,4,4,1,4,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054957507082152975,0.029461756373937678,0.06288951841359773,0.07138810198300283,0.018130311614730877,0.04362606232294618,0.06515580736543909,0.018130311614730877,0.08045325779036827,0.026062322946175637,0.07818696883852691,0.12974504249291785,0.08101983002832862,0.055524079320113315,0.04872521246458923,0.03229461756373938,0.019830028328611898,0.0084985835694051,0.035694050991501414,0.01529745042492918,0.019830028328611898,0.0028328611898017,0.0011331444759206798,0.0011331444759206798,0,0,0,407,4.336609336609337,15.73076923076923,172.0
