Author,his,him,the,like,but,not,from,in,he,what,to,of,my,for,such,were,all,her,one,and,an,be,by,man,thy,thee,upon,that,ought,have,was,god,how,our,are,we,among,with,will,they,or,into,them,who,me,then,should,forth,many,anything,thyself,each,shouldst,said,if,thou,shall,their,himself,hast,without,became,could,ye,yet,more,some,out,no,make,had,these,lest,there,it,neither,abundance,therefore,which,because,may,would,notwithstanding,your,lord,again,according,been,every,till,being,must,hence,shalt,where,once,much,whither,is,ever,now,throughout,let,as,hath,other,also,do,did,thus,whom,say,when,than,those,whose,unto,r_percentage_use,e_percentage_use,s_percentage_use,t_percentage_use,d_percentage_use,a_percentage_use,m_percentage_use,o_percentage_use,n_percentage_use,h_percentage_use,i_percentage_use,u_percentage_use,k_percentage_use,f_percentage_use,l_percentage_use,c_percentage_use,g_percentage_use,w_percentage_use,j_percentage_use,x_percentage_use,b_percentage_use,p_percentage_use,q_percentage_use,y_percentage_use,v_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,6,2,18,2,4,3,5,8,1,2,7,11,8,3,3,2,3,4,2,18,1,4,2,1,2,1,3,6,1,1,1,1,1,4,1,1,1,3,3,3,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06132075471698113,0.11320754716981132,0.0589622641509434,0.08372641509433962,0.04540094339622641,0.07016509433962265,0.0294811320754717,0.07488207547169812,0.07488207547169812,0.057193396226415096,0.07429245283018868,0.03596698113207547,0.0047169811320754715,0.027122641509433963,0.04245283018867924,0.024764150943396228,0.027712264150943397,0.01650943396226415,0.0011792452830188679,0.004127358490566038,0.015330188679245283,0.017099056603773585,0.0005896226415094339,0.013561320754716982,0.0076650943396226415,0.001768867924528302,0.0011792452830188679,383,4.4281984334203655,14.884615384615385,163.98525943396226
