Author,in,that,the,and,of,may,their,for,shall,them,have,be,his,there,with,him,as,they,all,to,are,it,make,if,is,should,which,therefore,each,according,upon,these,no,more,than,what,will,an,been,would,but,some,like,yet,when,do,from,till,among,ought,shouldst,once,shalt,one,again,say,whom,hast,out,ye,were,into,had,other,those,who,was,we,where,thee,neither,by,throughout,lest,her,let,not,then,our,hence,abundance,said,god,forth,without,became,himself,your,every,whose,thus,how,many,much,also,anything,he,thyself,now,being,notwithstanding,lord,could,such,did,or,because,must,me,thou,thy,my,unto,whither,ever,man,hath,i_percentage_use,n_percentage_use,o_percentage_use,r_percentage_use,d_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,a_percentage_use,p_percentage_use,s_percentage_use,u_percentage_use,c_percentage_use,f_percentage_use,l_percentage_use,g_percentage_use,m_percentage_use,y_percentage_use,k_percentage_use,w_percentage_use,b_percentage_use,v_percentage_use,z_percentage_use,x_percentage_use,j_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,7,6,37,21,27,2,9,5,22,1,2,13,5,2,1,1,1,6,2,12,1,7,1,1,3,1,4,1,1,1,1,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07970634504457262,0.06292606187729417,0.06554798112218144,0.06082852648138437,0.033560566334556896,0.13476664918720505,0.09701101206082853,0.06554798112218144,0.07288935500786575,0.03198741478762454,0.06869428421604615,0.024121657052962767,0.03198741478762454,0.026743576297850027,0.0519140010487677,0.008390141583639224,0.025170424750917672,0.014682747771368642,0.0036706869428421605,0.006292606187729418,0.015207131620346093,0.01101206082852648,0.0005243838489774515,0.002097535395909806,0.002097535395909806,0.0005243838489774515,0,400,4.7675,15.51923076923077,215.9979024646041
