Author,he,shall,the,of,his,and,them,from,by,their,when,had,all,or,out,that,which,for,could,not,be,they,to,it,as,were,was,now,in,being,other,with,every,more,than,whose,him,who,became,if,would,but,some,like,yet,upon,do,till,among,ought,shouldst,will,once,shalt,is,what,one,again,these,say,whom,hast,ye,have,into,those,we,where,thee,neither,throughout,lest,her,let,there,then,been,may,our,therefore,make,hence,abundance,said,god,no,forth,without,himself,should,your,according,are,thus,how,an,many,much,also,anything,thyself,notwithstanding,lord,each,such,did,because,must,me,thou,thy,my,unto,whither,ever,man,hath,h_percentage_use,e_percentage_use,s_percentage_use,a_percentage_use,l_percentage_use,c_percentage_use,o_percentage_use,n_percentage_use,u_percentage_use,t_percentage_use,w_percentage_use,f_percentage_use,r_percentage_use,i_percentage_use,p_percentage_use,d_percentage_use,v_percentage_use,m_percentage_use,y_percentage_use,b_percentage_use,g_percentage_use,j_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,4,2,32,25,11,16,3,3,1,6,1,2,2,1,1,2,2,1,1,1,1,2,9,1,4,4,5,2,3,1,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05667181865018032,0.13240597630087583,0.07058217413704276,0.07676455435342606,0.03194229778464709,0.030911901081916538,0.07779495105615662,0.06852138073158166,0.02215352910870685,0.0886141164348274,0.013910355486862442,0.02472952086553323,0.061823802163833076,0.07573415765069552,0.02833590932509016,0.03606388459556929,0.012364760432766615,0.027820710973724884,0.010303967027305513,0.01648634724368882,0.02215352910870685,0.0010303967027305513,0.0072127769191138585,0.0020607934054611026,0.0015455950540958269,0.0010303967027305513,0,394,4.926395939086294,15.25,160.99896960329727
