Author,they,now,had,of,the,their,and,such,was,to,that,it,in,as,them,from,how,ever,make,if,but,when,were,no,for,did,not,should,have,every,by,who,with,there,he,out,his,an,each,other,would,which,himself,all,him,may,your,my,be,being,is,shall,me,will,thus,than,been,many,some,our,like,upon,yet,into,therefore,much,hath,also,anything,do,thyself,those,till,among,ought,hence,notwithstanding,shouldst,lord,abundance,once,said,shalt,could,we,where,thee,what,god,one,or,neither,forth,because,must,throughout,without,again,lest,more,became,her,let,thou,thy,these,say,unto,whither,whom,hast,man,according,ye,then,are,whose,p_percentage_use,r_percentage_use,o_percentage_use,e_percentage_use,t_percentage_use,y_percentage_use,h_percentage_use,n_percentage_use,w_percentage_use,a_percentage_use,d_percentage_use,l_percentage_use,i_percentage_use,z_percentage_use,g_percentage_use,c_percentage_use,f_percentage_use,m_percentage_use,s_percentage_use,u_percentage_use,x_percentage_use,v_percentage_use,b_percentage_use,k_percentage_use,j_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,7,2,2,14,30,14,15,1,8,19,4,4,8,4,4,3,1,1,2,1,3,3,3,2,4,1,3,2,1,1,1,1,6,1,5,1,2,2,1,1,2,2,1,1,1,1,4,5,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02136529442417926,0.07034914017717561,0.068264721208963,0.12714955706096925,0.10578426263679,0.018759770713913496,0.06305367378843148,0.06565919749869724,0.021886399166232414,0.0859822824387702,0.042209484106305366,0.031266284523189164,0.07556018759770713,0.001563314226159458,0.01354872329338197,0.023970818134445022,0.022407503908285567,0.03699843668577384,0.05263157894736842,0.018238665971860343,0.004168837936425221,0.009900990099009901,0.010422094841063054,0.007816571130797291,0.0005211047420531526,0.0005211047420531526,0,420,4.569047619047619,16.28846153846154,213.0
