Author,and,to,his,with,out,the,had,of,was,such,which,it,that,were,into,for,their,them,make,every,man,but,they,in,is,must,many,whose,have,who,by,as,he,an,my,me,now,are,upon,no,more,those,been,will,him,then,if,be,what,thus,than,how,may,would,some,our,like,yet,much,therefore,when,also,anything,do,other,thyself,from,till,among,being,ought,hence,notwithstanding,shouldst,lord,abundance,each,once,all,shalt,said,could,we,where,thee,god,did,one,or,neither,forth,because,throughout,without,again,lest,became,her,let,himself,thou,thy,these,say,should,unto,whither,shall,whom,hast,your,according,there,not,ye,ever,hath,p_percentage_use,o_percentage_use,n_percentage_use,s_percentage_use,e_percentage_use,c_percentage_use,a_percentage_use,m_percentage_use,t_percentage_use,d_percentage_use,r_percentage_use,h_percentage_use,i_percentage_use,w_percentage_use,u_percentage_use,f_percentage_use,l_percentage_use,v_percentage_use,y_percentage_use,k_percentage_use,b_percentage_use,g_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,27,19,7,2,1,36,2,17,7,1,2,4,1,3,3,4,7,2,2,1,1,2,3,4,3,1,1,2,1,3,1,2,8,1,3,1,2,1,1,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017926356589147287,0.08187984496124032,0.0687984496124031,0.059593023255813955,0.12015503875968993,0.031492248062015504,0.08527131782945736,0.03246124031007752,0.09108527131782945,0.05329457364341085,0.06346899224806202,0.061046511627906974,0.06976744186046512,0.020348837209302327,0.028585271317829456,0.022771317829457363,0.025193798449612403,0.00872093023255814,0.018410852713178296,0.006782945736434108,0.014534883720930232,0.012112403100775194,0.0014534883720930232,0.0009689922480620155,0.001937984496124031,0.00048449612403100775,0,445,4.638202247191011,17.173076923076923,201.9985465116279
