Author,their,the,was,and,each,of,his,by,were,they,must,have,in,had,not,them,with,now,became,himself,but,every,he,to,could,such,that,been,if,how,are,then,which,from,or,being,for,shall,who,man,upon,make,therefore,may,lord,till,where,whither,let,as,like,than,unto,shouldst,me,more,some,we,because,would,him,notwithstanding,our,all,once,much,is,ever,my,also,do,an,when,whose,many,anything,thyself,said,without,should,ye,yet,what,these,there,it,neither,abundance,hence,god,thy,hath,one,other,forth,whom,those,thou,thee,hast,among,will,her,out,no,lest,your,ought,again,according,shalt,throughout,into,did,thus,be,say,m_percentage_use,a_percentage_use,i_percentage_use,n_percentage_use,t_percentage_use,e_percentage_use,d_percentage_use,h_percentage_use,r_percentage_use,p_percentage_use,o_percentage_use,s_percentage_use,l_percentage_use,u_percentage_use,g_percentage_use,w_percentage_use,c_percentage_use,y_percentage_use,b_percentage_use,f_percentage_use,v_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,8,48,8,14,1,18,6,6,7,8,2,2,5,7,4,3,8,1,1,1,5,1,1,10,2,2,2,2,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02440264361972547,0.07524148449415353,0.06863243518047789,0.06863243518047789,0.10167768174885612,0.1260803253685816,0.04829689883070666,0.07015760040671072,0.05388917132689375,0.014234875444839857,0.0711743772241993,0.059989832231825115,0.029994916115912557,0.03253685815963396,0.018810371123538384,0.020335536349771224,0.03202846975088968,0.01728520589730554,0.020843924758515507,0.021860701576004067,0.012201321809862735,0.009150991357397052,0.0010167768174885613,0.0005083884087442806,0,0,0,402,4.893034825870647,15.692307692307692,193.9989832231825
