Author,of,the,and,now,to,who,have,but,those,their,all,that,they,must,from,some,other,with,as,were,an,than,had,ever,in,such,was,it,or,whose,which,among,for,them,could,be,these,by,been,if,would,like,yet,upon,him,when,do,till,ought,shouldst,will,once,shalt,is,what,one,again,say,whom,hast,out,ye,into,we,where,thee,neither,throughout,lest,her,let,shall,there,not,then,his,may,our,therefore,make,hence,abundance,said,god,no,forth,without,became,himself,should,your,according,every,are,thus,how,many,much,also,anything,he,thyself,being,notwithstanding,lord,each,did,because,more,me,thou,thy,my,unto,whither,man,hath,a_percentage_use,d_percentage_use,e_percentage_use,s_percentage_use,c_percentage_use,r_percentage_use,i_percentage_use,p_percentage_use,t_percentage_use,o_percentage_use,n_percentage_use,f_percentage_use,h_percentage_use,m_percentage_use,u_percentage_use,g_percentage_use,l_percentage_use,v_percentage_use,w_percentage_use,b_percentage_use,x_percentage_use,y_percentage_use,k_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,21,24,19,1,9,2,4,2,2,16,1,5,6,1,5,1,1,6,3,5,3,1,5,1,7,2,8,2,1,1,6,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09438909281594127,0.03880440482433141,0.1263765076035658,0.061352910330361825,0.028841111693759833,0.06449921342422653,0.06345044572627163,0.013633980073413739,0.0896696381751442,0.08023072889355008,0.07288935500786575,0.023597273203985317,0.06974305191400104,0.029889879391714735,0.015207131620346093,0.019402202412165705,0.03670686942842161,0.012585212375458836,0.025170424750917672,0.015207131620346093,0.0015731515469323545,0.01101206082852648,0.005243838489774515,0.0005243838489774515,0,0,0,420,4.54047619047619,16.28846153846154,181.0
