Author,it,them,and,as,was,of,to,the,he,his,in,their,with,all,what,they,some,that,if,no,other,could,be,upon,would,for,but,say,do,not,we,should,our,or,is,will,her,from,are,an,man,may,your,by,into,when,had,been,me,such,then,shall,whose,where,have,therefore,my,must,which,were,many,anything,thyself,each,shouldst,said,thou,thee,who,himself,hast,without,became,ye,yet,among,more,out,make,these,lest,there,how,neither,abundance,because,him,notwithstanding,lord,ought,again,according,every,till,being,hence,shalt,once,much,whither,ever,god,now,throughout,let,thy,hath,one,also,did,thus,forth,whom,like,than,those,unto,i_percentage_use,t_percentage_use,b_percentage_use,e_percentage_use,f_percentage_use,o_percentage_use,r_percentage_use,h_percentage_use,m_percentage_use,a_percentage_use,n_percentage_use,d_percentage_use,s_percentage_use,w_percentage_use,u_percentage_use,j_percentage_use,c_percentage_use,v_percentage_use,p_percentage_use,l_percentage_use,k_percentage_use,y_percentage_use,g_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,5,3,17,7,3,13,13,27,1,1,2,2,3,1,2,3,1,5,6,6,2,1,5,1,3,4,3,1,1,2,4,4,2,2,3,4,4,3,2,3,1,1,2,1,1,1,1,1,2,2,2,1,1,1,4,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07886435331230283,0.09095688748685594,0.014721345951629864,0.12355415352260778,0.024710830704521555,0.07781282860147214,0.058885383806519455,0.05310199789695058,0.033123028391167195,0.07623554153522608,0.0804416403785489,0.04258675078864353,0.06414300736067298,0.01629863301787592,0.03470031545741325,0.004206098843322818,0.02996845425867508,0.011041009463722398,0.02103049421661409,0.031545741324921134,0.0005257623554153522,0.015247108307045216,0.011566771819137749,0.0015772870662460567,0.0005257623554153522,0.0005257623554153522,0.0005257623554153522,424,4.485849056603773,16.403846153846153,206.99842271293375
