Author,and,the,of,who,by,but,no,such,as,those,one,was,other,they,which,were,for,their,to,each,in,must,had,when,he,that,his,it,would,have,him,with,said,being,her,where,them,whom,my,will,these,your,not,an,thus,if,than,how,been,may,many,some,our,like,yet,upon,be,into,therefore,according,much,also,anything,do,make,thyself,from,there,now,till,among,ought,hath,hence,notwithstanding,shouldst,lord,abundance,once,all,shalt,could,is,we,thee,god,what,did,or,neither,forth,because,throughout,without,again,lest,more,me,became,let,himself,thou,thy,say,unto,should,whither,ever,shall,man,hast,every,out,ye,then,are,whose,a_percentage_use,n_percentage_use,d_percentage_use,r_percentage_use,e_percentage_use,f_percentage_use,l_percentage_use,c_percentage_use,t_percentage_use,o_percentage_use,h_percentage_use,v_percentage_use,s_percentage_use,u_percentage_use,m_percentage_use,b_percentage_use,i_percentage_use,z_percentage_use,w_percentage_use,y_percentage_use,p_percentage_use,g_percentage_use,q_percentage_use,x_percentage_use,k_percentage_use,j_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,20,26,19,2,3,3,2,1,3,1,1,4,2,4,3,1,4,5,11,1,3,2,6,2,5,5,3,1,3,1,3,5,1,1,2,1,4,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08620689655172414,0.0706896551724138,0.052873563218390804,0.058045977011494256,0.12413793103448276,0.028735632183908046,0.04310344827586207,0.026436781609195402,0.08850574712643679,0.07183908045977011,0.06896551724137931,0.009770114942528735,0.06206896551724138,0.03045977011494253,0.027011494252873563,0.01206896551724138,0.06724137931034482,0.0028735632183908046,0.02471264367816092,0.011494252873563218,0.01206896551724138,0.011494252873563218,0.0005747126436781609,0.0017241379310344827,0.004597701149425287,0.0017241379310344827,0,378,4.603174603174603,14.711538461538462,173.99942528735633
