Author,and,upon,the,they,them,with,many,were,or,into,of,whose,forth,neither,but,being,as,to,each,other,it,was,which,would,have,had,in,by,their,now,every,who,not,he,his,him,for,shall,my,will,our,thou,your,from,again,thyself,such,anything,shouldst,said,if,thee,himself,hast,without,became,should,could,me,ye,man,yet,that,among,then,more,some,we,what,her,out,no,make,these,lest,there,how,abundance,therefore,because,may,notwithstanding,lord,all,ought,according,been,till,must,hence,are,shalt,where,once,much,whither,is,ever,god,throughout,let,thy,hath,one,also,do,did,thus,be,an,whom,say,when,like,than,those,unto,b_percentage_use,l_percentage_use,e_percentage_use,s_percentage_use,h_percentage_use,o_percentage_use,u_percentage_use,t_percentage_use,i_percentage_use,n_percentage_use,g_percentage_use,a_percentage_use,d_percentage_use,m_percentage_use,r_percentage_use,f_percentage_use,c_percentage_use,p_percentage_use,k_percentage_use,y_percentage_use,v_percentage_use,w_percentage_use,q_percentage_use,j_percentage_use,x_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,24,2,30,4,3,9,6,5,3,1,11,2,2,1,4,3,2,10,3,2,2,4,1,2,3,2,4,3,7,2,1,1,2,7,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022288261515601784,0.0316988608221892,0.1258048538880634,0.06240713224368499,0.06438831104507181,0.07677067855373948,0.030212976721149084,0.07726597325408618,0.06686478454680535,0.0713224368499257,0.017830609212481426,0.07379891035165924,0.05101535413571075,0.02773650321941555,0.0718177315502724,0.02129767211490837,0.02526002971768202,0.01188707280832095,0.01337295690936107,0.0158494304110946,0.01337295690936107,0.021792966815255076,0.001981178801386825,0.0004952947003467063,0.0004952947003467063,0,0,431,4.684454756380511,17.903846153846153,183.9970282317979
