Author,and,were,by,the,of,to,was,in,these,shall,be,with,his,he,all,their,have,other,him,or,is,that,they,whose,it,into,them,from,for,may,no,more,than,what,such,not,where,every,one,as,each,who,became,man,upon,make,had,therefore,lord,till,being,whither,let,like,unto,shouldst,me,some,we,because,would,notwithstanding,our,once,much,ever,my,also,do,an,when,been,many,anything,thyself,said,if,without,should,could,ye,yet,there,neither,abundance,which,but,must,hence,are,god,now,thy,hath,forth,whom,those,thou,thee,himself,hast,among,then,will,her,out,lest,how,your,ought,again,according,shalt,throughout,did,thus,say,p_percentage_use,l_percentage_use,a_percentage_use,n_percentage_use,d_percentage_use,w_percentage_use,e_percentage_use,r_percentage_use,s_percentage_use,t_percentage_use,b_percentage_use,y_percentage_use,h_percentage_use,o_percentage_use,f_percentage_use,k_percentage_use,c_percentage_use,i_percentage_use,v_percentage_use,g_percentage_use,u_percentage_use,m_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,21,1,2,44,31,12,1,10,1,23,9,3,8,8,6,5,4,1,2,3,2,3,6,2,2,2,1,1,4,1,1,2,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02084446819882416,0.056654195617316945,0.07055050774986638,0.06146445750935329,0.029930518439337254,0.010154997327632281,0.13041154462854088,0.05451630144307857,0.07322287546766434,0.08444681988241583,0.011758417958311064,0.01549973276322822,0.07215392838054516,0.07803313735970069,0.03580972741849278,0.006413682522715126,0.03794762159273116,0.06948156066274719,0.011758417958311064,0.009086050240513094,0.02244788882950294,0.024585783003741316,0.003206841261357563,0.0005344735435595938,0.0016034206306787815,0.002672367717797969,0,415,4.508433734939759,16.076923076923077,231.99518973810797
