Author,was,of,no,to,should,their,each,other,and,all,the,but,such,an,which,had,as,were,from,they,been,in,his,not,out,our,who,with,that,he,him,by,whose,every,for,her,could,being,those,if,would,some,like,yet,upon,be,when,do,till,among,ought,shouldst,will,once,shalt,is,what,one,again,these,say,whom,hast,ye,than,have,into,we,where,thee,neither,throughout,lest,let,them,shall,there,then,may,therefore,make,hence,abundance,said,god,forth,without,became,himself,your,according,are,thus,how,many,much,also,anything,thyself,now,it,notwithstanding,lord,did,or,because,must,more,me,thou,thy,my,unto,whither,ever,man,hath,w_percentage_use,a_percentage_use,s_percentage_use,o_percentage_use,f_percentage_use,n_percentage_use,g_percentage_use,r_percentage_use,e_percentage_use,t_percentage_use,i_percentage_use,m_percentage_use,p_percentage_use,c_percentage_use,h_percentage_use,u_percentage_use,l_percentage_use,d_percentage_use,x_percentage_use,b_percentage_use,y_percentage_use,k_percentage_use,v_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,11,26,5,11,1,5,4,3,19,4,35,4,2,2,4,6,2,5,3,3,1,7,6,1,1,1,3,6,3,5,3,1,1,2,2,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019969278033794162,0.07834101382488479,0.06246799795186892,0.07322068612391193,0.02867383512544803,0.0742447516641065,0.015873015873015872,0.0701484895033282,0.14234511008704556,0.09114183307731695,0.07117255504352278,0.024065540194572452,0.022017409114183307,0.029185867895545316,0.0670762928827445,0.02048131080389145,0.02713773681515617,0.04045058883768561,0.0015360983102918587,0.009216589861751152,0.011264720942140297,0.005120327700972862,0.012800819252432157,0.0010240655401945725,0.0005120327700972862,0,0,417,4.683453237410072,16.134615384615383,209.9994879672299
