Author,her,once,more,the,for,was,were,it,not,should,be,being,in,and,yet,my,been,of,all,if,had,those,which,now,to,would,have,but,are,how,must,upon,our,these,is,we,he,may,by,will,each,other,because,do,as,they,their,no,make,that,than,some,them,whom,ever,one,your,when,into,such,like,could,his,many,anything,thyself,thou,shouldst,said,shall,thee,who,himself,hast,without,became,ye,me,man,among,then,or,what,out,from,lest,there,with,neither,abundance,therefore,him,notwithstanding,lord,ought,again,according,every,till,hence,shalt,where,much,whither,god,throughout,let,thy,hath,also,did,thus,forth,an,say,whose,unto,u_percentage_use,r_percentage_use,e_percentage_use,a_percentage_use,t_percentage_use,s_percentage_use,i_percentage_use,n_percentage_use,g_percentage_use,h_percentage_use,o_percentage_use,c_percentage_use,m_percentage_use,d_percentage_use,w_percentage_use,k_percentage_use,f_percentage_use,l_percentage_use,p_percentage_use,y_percentage_use,b_percentage_use,x_percentage_use,v_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,3,1,2,17,9,1,2,1,4,2,3,1,5,15,1,15,2,9,2,4,2,1,4,2,10,3,5,3,5,2,2,1,3,3,1,3,2,2,3,2,3,3,1,3,1,4,3,2,1,3,1,1,1,1,1,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03260869565217391,0.06292906178489703,0.15102974828375287,0.07036613272311212,0.07208237986270023,0.06350114416475973,0.05434782608695652,0.07093821510297482,0.011441647597254004,0.062356979405034325,0.08066361556064074,0.03489702517162471,0.032036613272311214,0.04061784897025172,0.02116704805491991,0.003432494279176201,0.02745995423340961,0.032036613272311214,0.016018306636155607,0.030892448512585814,0.016590389016018305,0.0005720823798627002,0.011441647597254004,0.0005720823798627002,0,0,0,410,4.263414634146342,15.923076923076923,199.0
